联系方式,#genre#
纪实人文,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/Y0o1RTNxK3N2T0I3c1d5emFKeDYwcmlZNkFVY0J3bHZZNFBBS2IvQzE0dVAycTVPYm02cjhtVzdVdW92UHg4am9kYmoxWDNrWC9ORTgwcEFhQWhvMmc9PQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
纪实人文,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/TWw5YjFQWGx6NEhZWTI3MVJqN3U1VTh2ZDMvbjlGNCtKcTVFaERuYmxPWjRlSlBjTk9zNk8yTEl5S20wT0ozd0NsdXFPSVYxc1F3WFlsUkxmQnZJYXc9PQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
纪实人文,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/U2NaRklDSVpxZG8xdlc4NThpY28yKytjTUZnVmY3RW8wTEpqNGxuRTcwRGNIZXFGbldNVHhSMmIzSkRiSmFKSUFnSkhtSno1TElQemNUTXdhREVrVStSTC9XcU1hMUZsMUsyeWd0V3FCR2wvZDk1UU00OTRkZHJSVDh1dGdpT2lnWmQ1M2VXNHRVRThDMHJ5VXYwV3JBPT0=/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
纪实人文,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/U2NaRklDSVpxZG8xdlc4NThpY28yMWdqVmdTY0JnS1lmSkdjM2dLMUQ3OTBoOHBBdUxFbDY1a3B0N2s5WGJqU0k5VXhNbnF2RTgzUU5qc2xXdExtdWpLNnFId3lRUHAwUWZVN2JRY1RrZjBqbkpaQXYwMmV2RGdvT3JNUDhHaXNvOVE3TG5Ma2YwY1VxZTJMM0loYmQrM1phNnBWckJuWQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
纪实人文,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/U2NaRklDSVpxZG8xdlc4NThpY28yMWdqVmdTY0JnS1lmSkdjM2dLMUQ3L3pSRU9USXVja05ZUnhSKzZIckpnY2N3K0RxWGJLZkxBM3EzK20rbHJSLzZzdDM4dEdKZ3ZzT0FtUEkyTTU1NWJlRVdxQm96QmxUNjk2WDY5VGtkVVZJR2UzM0hUV29uTjQrdS8zMGFvR1RBNHBXOG5pbUd3Vg==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
纪实人文,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/U2NaRklDSVpxZG8xdlc4NThpY28yNGFjV3grNHp5R1EwNGRNWFNDeWhZYTZvMDA3Nmx4MDBGSGpPUUVBaTRwdWh1ZFhoV20wTitCUFFkWjlLdmNIdWVGZ01UVUJvZzYyRy9nVUl6QXlvalhEbEEwZ1M4d0dRMFJrWTF1WnAwTSs=/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
都市剧场,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/NWcrMVpGMFF4czQyTlJneE1oejUySmVQMjdPNmlieGVHMGVRNis4TngzOW9RMmFXa04yaWNYb1VFQmI4dVpxdlVJbnVqbTAxTFh6TzRmcWtJaHRmSlR4eTVDMjF2azVFdEhJaFl2bFc2ZDQ9/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
都市剧场,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/MXRlWWdKaTE5Qno2YzFJTFRtWERnblJxMEFUVmhkYWV4a3MwTFZhNTdvcklMODUrZFhKOVRzT0tKcTBvL1JMK01ycURCSmlVSlJ3dUtjVTNBNUV6MHc9PQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
都市剧场,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/MXRlWWdKaTE5QngxRmRDUlNxeXBNSjY4SEo4MFVhZHVJVFVDQUNnMWhhckJJeENEdCs3Yk5wQ3YzWWdGWGk5UW5nQTlCcjVVL0h0NHJXSnAzQ2hqdHozZG9rK01zVkhs/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
都市剧场,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/Y0hRTGIrQnFMQmU4QTNzeHdsNzEvM0lxVUZIUi9BNFBxQXZOMlY2VWhVVnlOelBmQXNIYVNIcjBJWTlpQWZ6YjlHMjdpai9TM1ZhSEpZVmVIUVRSdnc9PQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
都市剧场,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/dDQzNWh4UWkrK3ZBaWJ5MzcwZGhmdkt0MHEvc05uanZWQXFLTStsdkZrY0g2SjRpVzlqWERESjVEei9nMHY2WnUxUVNoekFQQklSczlUemp6MzVoYmdPbHFXK2RINTVr/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
都市剧场,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/dDQzNWh4UWkrK3ZBaWJ5MzcwZGhmdkt0MHEvc05uanZWQXFLTStsdkZrY0g2SjRpVzlqWERESjVEei9nMHY2WnUxUVNoekFQQklSTEduV0pkNUczL1pRcDJxZFJEZTh5/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
都市剧场,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/dDQzNWh4UWkrK3ZBaWJ5MzcwZGhmdkt0MHEvc05uanZWQXFLTStsdkZrY0g2SjRpVzlqWERDelozbHhLSG1aSG1kTkMrWTV4L1l5R29uNXF4NEJFN3FGYU5HZDNVMERu/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
都市剧场,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/Y1p1eWhDTHVneStJYjdUYUJLOUprZS95cHhsWWFVM21mQngzNTQ4R0pmUkdJMFlaU0tLQzNhZjB6N1hNRTI3dVl3NW9qTEtLS0xmWlRaZGtTdjg3cFlISitsN2lTcU05/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
都市剧场,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/Y0hRTGIrQnFMQmU4QTNzeHdsNzEvM0lxVUZIUi9BNFBxQXZOMlY2VWhVVnlOelBmQXNIYVNIcjBJWTlpQWZ6YjlHMjdpai9TM1ZhSFdGVUVwc2VDeGc9PQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
都市剧场,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/Y0o1RTNxK3N2T0I3c1d5emFKeDYwcmlZNkFVY0J3bHZZNFBBS2IvQzE0dVAycTVPYm02cjhyWUtPWXdiS1RSOW1HUG5Eck1EaDNCcXJOdERsQ3drY1E9PQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
都市剧场,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/MXRlWWdKaTE5Qncyd0lJbC9BTlVHR3lwc2dNem5mVkhtYkY4L3FUcHlKZkh1dHBSUmtDWDR3TnNvRW96MXV3VTdPclkrT2xtMVVUbmpXYWZLZUxZR2RyQU10MGp1U2FO/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
都市剧场,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/U2NaRklDSVpxZG8xdlc4NThpY28yNzdORDhjWHA2ZWtEdDFkaWd1YkFTVEJjZGcwY2FJb1ZhNWR5ZXMrY05Oemo0UThrekNqY0hkMjNrZzJBc0lhWjBzWFFpcmprTzkwSVJvenhyOUh3WEJ4K1JJTTdrUExTS3JiQkNmVy9QQllod3MwT0lNNi9Db3ZrYURSV21yL1d4M3U4NUVVU25MMG5xUWVwejBuNHVlenBqYjBoZlBiMittZFd6L1NSeGhmK0pCRzRQQnQ4YUgxL3pIQmtQWFVUTFdDeGVTM2tpcEZwNjZ6Z2czbkE4amlNWHltNyt3enVibWpYM3A5OGhYdGJNc1JIbDVrOHdzaGpMNzhpZDN2RGFzN0tmMTVsak50WTdmWGhLS1UvNWhJYmE4d0lYamR4TVZpQnhPUmR3RGk=/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
金色学堂,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/NWcrMVpGMFF4czQyTlJneE1oejUySmVQMjdPNmlieGVHMGVRNis4TngzOW9RMmFXa04yaWNXQ1R6UExKcVdGZ2Zmc1R5VjRsMjRKYll6bzRyTXpnMkJEQ1Exc2pkRVFq/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
金色学堂,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/MXRlWWdKaTE5Qno2YzFJTFRtWERnblJxMEFUVmhkYWV4a3MwTFZhNTdvcklMODUrZFhKOVRucGVYUjlpYkRRSGhIUGFRUGlEQkdYQnpMNjBXOS8zSmdVenRRdFp6MjZO/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
金色学堂,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/dDQzNWh4UWkrK3ZBaWJ5MzcwZGhmdkt0MHEvc05uanZWQXFLTStsdkZrY0g2SjRpVzlqWERDVWo1ZzlzeXNRcXdCc3BWbldkRlcyK3J3bWJPVHczWVQvVmVsOWRpb2py/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
金色学堂,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/Y1p1eWhDTHVneStJYjdUYUJLOUprZS95cHhsWWFVM21mQngzNTQ4R0pmUkdJMFlaU0tLQzNaOVFWa3NFdWhEYk13WUxNQ2svRFRjbkhhN3VRWXMrcXZFdWR0NE55d1lp/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
金色学堂,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/MXRlWWdKaTE5QngxRmRDUlNxeXBNSjY4SEo4MFVhZHVJVFVDQUNnMWhhckJJeENEdCs3Yk5sUEVFL1V2MW5YODhiSUgxNnUrQytEaHVZMUNWYUl3bHVRTTljRDk5RFR6/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
金色学堂,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/TWw5YjFQWGx6NEZhUlZmcHJ2aS9VL3IwMFQvekorY0llUzJvenZlZWU4L0pVQlNpN0REV3V6NHBpZWlTb2FRR3l4MmdhWkxvSWkwc3hnRkNBd01yTk9xb0ppSXcyT1NwZm5qTUlxRjRQY0psTDg1UmJQMDhkVnZCSmU4eERUMGM1V25PNVRDVm9XaVZQVFdXb1ZLSEZnPT0=/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
金色学堂,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/TWw5YjFQWGx6NEhZWTI3MVJqN3U1VTh2ZDMvbjlGNCtKcTVFaERuYmxPYXNlT2x0TnRiaWo4RVRsSW14L1hYeG1MdnJjT3RFZi9PN0tpVkRsUFEvVXc9PQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
辽宁台,#genre#
丹东新闻综合,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/K2FNT3Q4WlFvQjFhajdPei8zak0xZllramg3bGtIZjltVTYxampCc0F1cy9HUExaL0Q2Vjh1WktKZWVQdStHK3FUQ2pNYkZZZnA0SHhPL0RZRldiRFNLay95aHJBNVVVUC9ZM0lFMGcwbERTengxTEx3RGpOckQ1d3gxTk15UU9jRmxMQ0ZmRXRlVS8zSVNDZGJ4YWRoK1VobUhsZFJGL1YvY3pCTkl4Zi9DeDBmN2RObUxzWk9Oek1USnk5K0E0TWRRc29ZTmt3Z0hPeEhTRTRUQ0MySWhrMm1JZkJQOEFwSmJOVTd5am04RmlmZnE0RGVTVVRJcDZvbnorQlVRblpNelR6S3lVWTBYK3FKRlJEZkROTlVwOWoxVm5ldkM3ekxjN0xuRS9CYUU9/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
抚顺综合,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/K2FNT3Q4WlFvQjFhajdPei8zak0xZllramg3bGtIZjltVTYxampCc0F1cy9HUExaL0Q2Vjh1WktKZWVQdStHK3FUQ2pNYkZZZnA0SHhPL0RZRldiRFNLay95aHJBNVVVUC9ZM0lFMGcwbERTengxTEx3RGpOckQ1d3gxTk15UU9jRmxMQ0ZmRXRlVS8zSVNDZGJ4YWRoK1VobUhsZFJGL1YvY3pCTkl4Zi9DeDBmN2RObUxzWk9Oek1USnk5K0E0TWRRc29ZTmt3Z0hPeEhTRTRUQ0MySWhrMm1JZkJQOEFwSmJOVTd5am04RmlmZnE0RGVTVVRJcDZvbnorQlVRblpNelR6S3lVWTBVeWZCWkFEMVBNTE04QXhGRHRLdmMyQVpPRnh1Nmk4Q2c9/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
本溪综合,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/K2FNT3Q4WlFvQjFhajdPei8zak0xZllramg3bGtIZjltVTYxampCc0F1cy9HUExaL0Q2Vjh1WktKZWVQdStHK3FUQ2pNYkZZZnA0SHhPL0RZRldiRFNLay95aHJBNVVVUC9ZM0lFMGcwbERTengxTEx3RGpOckQ1d3gxTk15UU9jRmxMQ0ZmRXRlVS8zSVNDZGJ4YWRoK1VobUhsZFJGL1YvY3pCTkl4Zi9DeDBmN2RObUxzWk9Oek1USnk5K0E0TWRRc29ZTmt3Z0hPeEhTRTRUQ0MySWhrMm1JZkJQOEFwSmJOVTd5am04RmlmZnE0RGVTVVRJcDZvbnorQlVRbnRzd3RYUUxERnQwYkk1OENTSlEreFAzOEZvZTlYaTB2L0dNL0xyVGdFSk09/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
辽宁体育,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/Y1p1eWhDTHVneStJYjdUYUJLOUprZS95cHhsWWFVM21mQngzNTQ4R0pmUkdJMFlaU0tLQzNWRTloWkwxQjZXK1VQVlNXVk96SzVxNDU5SUltSnFpaVJQMFdBWHQvZk5I/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
辽宁体育,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/YzkyR0Q2U2FIczRsZEhqbWtKSWNGZkR0RldZWWNQY05wMW5xZHkzZDZSMnFqejhDN2FtRG9uUy9wM2k4Vlh4SzNEa0pRVS9wTzNWWHBMbU5JWHhXUnc9PQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
辽宁公共,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/K2FNT3Q4WlFvQjFhajdPei8zak0xZllramg3bGtIZjltVTYxampCc0F1cy9HUExaL0Q2Vjh1WktKZWVQdStHK3FUQ2pNYkZZZnA0SHhPL0RZRldiRFNLay95aHJBNVVVUC9ZM0lFMGcwbERTengxTEx3RGpOckQ1d3gxTk15UU9jRmxMQ0ZmRXRlVS8zSVNDZGJ4YWRoK1VobUhsZFJGL1YvY3pCTkl4Zi9DeDBmN2RObUxzWk9Oek1USnk5K0E0TWRRc29ZTmt3Z0hPeEhTRTRUQ0MySWhrMm1JZkJQOEFwSmJOVTd5am04RmlmZnE0RGVTVVRJcDZvbnorQlVRbnlHbHExS1dhQVdKWTF1ZUkvbGFoNUZ3aHg0NGd5M3lmTWZOT0N4bTdCVXM9/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
辽宁公共,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/YzkyR0Q2U2FIczRsZEhqbWtKSWNGZkR0RldZWWNQY05wMW5xZHkzZDZSMExRSFlmM3VUY1NORmh2dUxGRCtuMkIyYUplTVZoY1BWbDVmQWJyOWowdmc9PQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
辽宁公共,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/Y1p1eWhDTHVneStJYjdUYUJLOUprZS95cHhsWWFVM21mQngzNTQ4R0pmUkdJMFlaU0tLQzNiKzJOMEg3S2JvdS95UTNBUVQrb3hETE84MnI5Ynh3clY4blpLZzNNcXlu/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
辽宁北方,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/K2FNT3Q4WlFvQjFhajdPei8zak0xZllramg3bGtIZjltVTYxampCc0F1cy9HUExaL0Q2Vjh1WktKZWVQdStHK3FUQ2pNYkZZZnA0SHhPL0RZRldiRFNLay95aHJBNVVVUC9ZM0lFMGcwbERTengxTEx3RGpOckQ1d3gxTk15UU9jRmxMQ0ZmRXRlVS8zSVNDZGJ4YWRoK1VobUhsZFJGL1YvY3pCTkl4Zi9DeDBmN2RObUxzWk9Oek1USnk5K0E0TWRRc29ZTmt3Z0hPeEhTRTRUQ0MySWhrMm1JZkJQOEFwSmJOVTd5am04RmlmZnE0RGVTVVRJcDZvbnorQlVRbnlHbHExS1dhQVdJRXVHNzJyLzNLd1hsREw5TEtiSDk2SEMyZkpwc0pRSkU9/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
辽宁北方,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/Y1p1eWhDTHVneStJYjdUYUJLOUprZS95cHhsWWFVM21mQngzNTQ4R0pmUkdJMFlaU0tLQzNRdGpac1p4Wm9UaHFMKzY2NmRHVDJYN25lNFpwb2lvbEtxSk5uMVNDbUNs/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
辽宁北方,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/YzkyR0Q2U2FIczRsZEhqbWtKSWNGZkR0RldZWWNQY05wMW5xZHkzZDZSMVIvZWNxdi94Nlk4VUhTRzd5V05RZWI3ZTFvaWxZd3VidUxzM2syRVdzRkE9PQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
辽宁卫视,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/NWcrMVpGMFF4czQyTlJneE1oejUySmVQMjdPNmlieGVHMGVRNis4TngzOW9RMmFXa04yaWNjY1UzNzVuT1MxWU1PMm5mbDFDbXdCQmZPbHowRGZ2bXd1OFZaZ3FMclZOczdBQ0UwZnk1ZGc9/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
辽宁卫视,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/TWw5YjFQWGx6NEh4WU1oZFdFNVdVS3dzREt4d2FmY1dvT2xxazJHdGt6SUkxNWcraTVBSDdjdEtIVExQWXByME5Fczl4T0w2VmJ3Y245QXo2V2lDbEN3a1M5UWFhbWQw/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
辽宁卫视,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/YXpscVVTQW9JbXdteWFzQlRpMTBKbmdYTFV4OEg2VzlGK01MQ3cwOGRWUVRnYU53ajhYOEJGdU4xZXhST2xRem9CdFROZklWdHU3SG5jdGl0WlQ0emc9PQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
辽宁卫视,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/dDQzNWh4UWkrK3ZjQXR3eXVjUzZBeWphdFBVNU9vZlpHVFZHclNrM0hqL3lYZTFYNjRCMHk2SzcwVlo1K2xTMFprdTFNNkh0cFp5d0VYekc2aXFsQWc9PQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
辽宁卫视,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/MXRlWWdKaTE5QndSM1p1dXk4a3RCcE9ueVByeGdodFBuN1ZkSVRqUHdIMWhhSDFXZkxPM1ZURldmNXRjU052M1kzYXNYajRET0NZUHkrZWNZQlk5eDE3NXpnd0JBdVZoOTYrdEJDajB4QlE9/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
辽宁卫视,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/TENuMHlKbWU3Znpta1NTM0ZqVktsOUNuc1BrcWtCOWdGZzIra1V1S2ZkZG5tM1lpUWVvdFNXSFRpNkhrYjVWOUtDVGVraVVab0ord2M0UnB4VmdGZ1VoaDJwamk5ZGRa/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
辽宁卫视,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/bHJISHhtajJnUmR6TXlKS1RDbHdReEY2cmJRbnBTc0JaT1licHdSNGtRV2Q4RCtRb3BIQmhYVXBoUTZVRHlZc3dMNkd4cUQyalR4L0FZL2NyN3Mvd0E9PQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
辽宁卫视,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/TENuMHlKbWU3ZndySlhLNkpPR292YjBPMldrVG1xRlFVRUZKY1NhaUlXUXo3a0M1UGFrS1hxbEtFM0NGU0lXNDZ6eWhYdWZwWWE3bGJGNjJkTmdTeUNoN1ZGcEpXSEp2MnZ4ZUtxa0ZNNCtsZEFMekZiVW4xM3VnNzgyTERsMlJSYkhNRTBsMTBKTT0=/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
辽宁卫视,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/MXRlWWdKaTE5QnhPalBMSHRWM1M3RXhhbVJtOWVPL0s4eXZNenlaUnRXQzRTVTNyanZkd0VYMTUxUlpPVEQ3UzhnRE9OWjJxYWxCL05wM2hCc2xCenc9PQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
辽宁卫视,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/MXRlWWdKaTE5QndDRTlrWFBPZXhlOENvN3hZQ2FwOVQwWXFrMGdMYXdxb2RaRmtWQ2tQdHk4QlIvZUYzSGZoQ0twdWNTWE9OVjFGT3Mvb2xDb2R6djhNazRCTUlGMEU4/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
辽宁卫视,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/a3pCV25Hc1QyLytsREIzclh4NlBnVnc1NnhZSXVZL3ZIVkFvS0VzcTcxOXk5Y0NsUDgrL3JCeWVHZzdGWjg3OVFBakF3QTRoblR6K08xMjAxVjZTcHQrbkpuYVFOTHdHZDFhSmNBZUc2QmpkQzBoN2RWR1BVV3lxVURzbE1xNkw=/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
辽宁卫视,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/TENuMHlKbWU3Zndhb1NoUXVSWkVTUFVud096YkpzdHdVYkhqMjVBSiswZzUyeUM2cGlFaHRTeDZ4NG8vaFZjTmo0VW1WdEFHVzRPYXF4TkZjYmx5MkE9PQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
辽宁卫视,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/TWw5YjFQWGx6NEhnS2ZwQThKcnZxTW0yem14aHdIU3R2NHVNby8wSit0eGovYTlja3MvN09adWpaQU1adHJwa3JTRVpOVjlZTE92S2R6K1dGbG44MnRiR1JTR01odXFoUC9XQ3daTkxZU0k9/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
辽宁卫视,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/U2NaRklDSVpxZG8xdlc4NThpY28yNUQrTHRodzFvUEsrQ29peTZKZFFWTTVyT0ZKVlhVYUltL280K1I3R0xBUGxLVUtNeEJSNEFCWlBuc295M204cG54U0JlQ3JoTExWSXlPTlg2TFZ3ZWxxb0pIdmh0SU9jejd3Rk9TeWszOHhibXVSdTYvUTd3WE1uRFh2MHhSZURrSUdjK0VhT1hkQkpKS3drODAwRVY4ZWZTRVRvUFlURUFRQmw0RkFCSzZpcnVJU29PN0dkQ2JUNHhRWmRRWCsyYnZJRkRDeWhUR280VkdJazRET2J4WHJOUkZ6SnpQRjhLaUlpL2FvN2RiQy81akNnY1ZxYjNlUnhkL25ScVlxRVFCN2IzN25aWDJ1RHNDcG5XUGZ6cm5TcjYwZXZxRnlsUT09/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
辽宁卫视,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/U2NaRklDSVpxZG8xdlc4NThpY28yKytjTUZnVmY3RW82dFA4aGpSTE1RNnBJZVU1WENacVVzak1XTWcwUWtXYit6RlJPNDZ5dW1ZUlY2L1daeXBwdU5YbEE0VW9VOUdoaUZhTlorSmNXYXFMZXFtcitsOEsycDliM2FsODFmQi9DSmNWT3VJZGMreGdPK0FFQmZXclJ3PT0=/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
辽宁卫视,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/U2NaRklDSVpxZG8xdlc4NThpY28yKytjTUZnVmY3RW9iTDY0eDlWdFNvUzVMeEpCdDNEb3Mycmt6WGMvRUE3dUJNZEwzdDVrREdyMVNWd2JqdG1MeTR3anpVTHNtQWJhRzRLWjNJSHUrZm8wQ3FobzVLRXdndDNNTDdneEpIZTZydFFGdFZGbXljdXFBODJCL0JISWtBPT0=/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
辽宁卫视,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/U2NaRklDSVpxZG8xdlc4NThpY28yKytjTUZnVmY3RW8wTEpqNGxuRTcwRGNIZXFGbldNVHhSMmIzSkRiSmFKSUFnSkhtSno1TElQemNUTXdhREVrVStSTC9XcU1hMUZsbUl3YVF0SE1sNEU3QVA0Z0JJL0k1Q1V6MWZPY3VLcjI2MzZSWmh3VkxmT01qbDBDeFFnL3BRPT0=/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
辽宁卫视,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/U2NaRklDSVpxZG8xdlc4NThpY28yKytjTUZnVmY3RW9MTmFHajZDQ0d4bDZBYzljbjFXdWhSd1FOWVZyK1BWU0ltYlIreFJHcGVwQThNY25sYTJ5ZDBFL2tZVmtoVnRPUHEzc1VTZU1BUVVlaTNTMCtvMGFJMzNxejBqQUxmNTN2a3JEb0FUSDRueDVPSlRaT1pXLzFnPT0=/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
辽宁影视剧,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/YzkyR0Q2U2FIczRsZEhqbWtKSWNGZkR0RldZWWNQY05wMW5xZHkzZDZSMitxZDBmK0krVENCRDQwa0pkYTRLOFppZm9QK0tFNFdxTERrMGVwVDlSNnc9PQ==/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
辽宁影视剧,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/Y1p1eWhDTHVneStJYjdUYUJLOUprZS95cHhsWWFVM21mQngzNTQ4R0pmUkdJMFlaU0tLQzNVYXFkSWxQYW8xVDNVcGdNMW84cmkrRTE1cHZzT0V4WDh2ZFhMbk1KL0tJ/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
辽宁影视剧,http://iptv_play.yjxfz.com/ShenQiHelper/tv/play/2/K2FNT3Q4WlFvQjFhajdPei8zak0xZllramg3bGtIZjltVTYxampCc0F1cy9HUExaL0Q2Vjh1WktKZWVQdStHK3FUQ2pNYkZZZnA0SHhPL0RZRldiRFNLay95aHJBNVVVUC9ZM0lFMGcwbERTengxTEx3RGpOckQ1d3gxTk15UU9jRmxMQ0ZmRXRlVS8zSVNDZGJ4YWRoK1VobUhsZFJGL1YvY3pCTkl4Zi9DeDBmN2RObUxzWk9Oek1USnk5K0E0TWRRc29ZTmt3Z0hPeEhTRTRUQ0MySWhrMm1JZkJQOEFwSmJOVTd5am04RmlmZnE0RGVTVVRJcDZvbnorQlVRbnlHbHExS1dhQVdMcFhIdnhWY0VvdjNyRjR5bDBEa3M2WnFMbWhVNkptRk09/+d3Xw95ENdIUPRHcoYuQ6Q==/txt/2
